都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
272078,2770901680,大阪府,高槻市,なずなケアプランセンター,ナズナケアプランセンター,居宅介護支援,大阪府高槻市城西町7-11摂津ビル2F,摂津ビル2F,34.841015700000000,135.617060800000000,072-604-4341,072-604-2501,4120902000874,有限会社心友,2770901680,"平日,土曜日,祝日",緊急の場合は、いつでも対応します。,305,http://www.kyouseinosato.co.jp/nazunacareplan.html,,,,
272078,2770900203,大阪府,高槻市,ケアプランセンターローズマリー,ケアプランセンターローズマリー,居宅介護支援,大阪府高槻市東和町５７－１,,34.830205000000000,135.636814599999980,072-671-3030,072-671-0280,1120905001831,医療法人杏仁会,2770900203,"平日,土曜日",,122,http://rosemary.or.jp/,,,,
272078,2770905939,大阪府,高槻市,みらいどケアプランセンター,ミライドケアプランセンター,居宅介護支援,大阪府高槻市辻子1丁目8番4号,,34.834237700000020,135.633512500000020,072-600-0310,050-3488-6229,9120905006476,一般社団法人みらいど,2770905939,平日,,0,https://www.miraido2022.com/,,,,
272078,2770902977,大阪府,高槻市,１２３介護プラン,イチニサンカイゴプラン,居宅介護支援,大阪府高槻市登美の里町7番５号,,34.836331700000000,135.600984499999980,072-665-4123,072-665-7125,8120901015531,株式会社１２３,2770902977,"平日,土曜日",電話等により年中無休、２４時間対応可能。,20,http://123kaigo.jp,,,,
272078,2770905848,大阪府,高槻市,ケアプランセンター縁満,ケアプランセンターエンマン,居宅介護支援,大阪府高槻市富田町一丁目14番18号スペースインシティ103,スペースインシティ103,34.836736217284110,135.592603716286100,072-690-7340,072-690-7341,4120903004486,合同会社一咲,2770905848,"平日,土曜日",営業時間外の電話は社用携帯電話へ転送になり適時対応。,0,https://www.hito-saki.com/,,,,
272078,2770906127,大阪府,高槻市,トータスケアプランセンター,トータスケアプランセンター,居宅介護支援,大阪府高槻市松が丘2丁目5番25号パインヒルズ高槻103号室,パインヒルズ高槻103号室,34.876424000000000,135.601678400000000,072-669-9662,072-669-9663,1120903005388,合同会社一富士,2770906127,平日,営業日以外、営業時間以外でも、利用者様の都合等で業務が必要なときは、対応させて戴きます。,0,,,,,
272078,2770901839,大阪府,高槻市,なかいち介護ステーション,ナカイチカイゴステーション,居宅介護支援,大阪府高槻市城南町１丁目１６番２４号,,34.837648200000000,135.620877100000030,072-673-7006,072-628-1617,5120902012092,有限会社中市接骨院,2770901839,平日,窓口は上記の時間となっておりますが、携帯で連絡が可能になっています。,0,http://nakaichi-k.com,,,,
272078,2770905541,大阪府,高槻市,よりそい会ケアプランセンター,ヨリソイカイケアプランセンター,居宅介護支援,大阪府高槻市大和1丁目20番8号,,34.861684700000000,135.575265300000000,072-655-1138,072-655-2654,9120905006096,一般社団法人よりそい会,2770905541,"平日,土曜日",時間外、定休日でも対応します。,0,,,,,
272078,2770903215,大阪府,高槻市,わかなケアプランセンター,ワカナケアプランセンター,居宅介護支援,高槻市栄町2丁目49‐１,,34.826763199999990,135.598890399999960,072-604-1527,072-693-3763,1120903000562,合資会社わかなケアサポート,2770903215,平日,,50,https://wakana.lsv.jp,,,,
272078,2770900120,大阪府,高槻市,有限会社アクティ指定居宅介護支援事業所,ユウゲンガイシャアクティシテイキョタクカイゴシエンジギョウショ,居宅介護支援,２番８号,,0.000000000000000,0.000000000000000,072-683-6200,072-683-6651,4120902009478,有限会社アクティ,2770900120,"平日,土曜日",24時間365日電話での相談可。,0,https://acty-2.jimdosite.com/,,,,
272078,2770900096,大阪府,高槻市,ケアプランセンター愛仁会高槻,ケアプランセンターアイジンカイタカツキ,居宅介護支援,大阪府高槻市白梅町5番7号愛仁会リハビリテーション病院3階,愛仁会リハビリテーション病院3階,34.854891100000000,135.620859900000030,072-686-1882,072-686-1883,6120005004805,社会医療法人愛仁会,2770900096,"平日,土曜日",,240,http://www.aijinkai.or.jp,,,,
272078,2770906085,大阪府,高槻市,くるみケアプランセンター,クルミケアプランセンター,居宅介護支援,大阪府高槻市松が丘４丁目１番１２号松が丘エンビィマンション310号,松が丘エンビィマンション310号,34.881183600000000,135.601061400000000,090-5050-0182,050-3385-2464,6120903005301,合同会社くるみ,2770906085,"平日,土曜日",,44,,,,,
272086,2771302730,大阪府,貝塚市,ももの木ケアプランセンター貝塚,モモノキケアプランセンターカイヅカ,居宅介護支援,大阪府貝塚市澤６５８－７－３０３,,34.434617372654430,135.345493968122870,072-468-6711,072-468-6478,2120901036450,ライフウェイズ株式会社,2771302730,平日,,0,https://lifeways.co.jp/,,,,
272086,2771302433,大阪府,貝塚市,ケアプランしえる,ケアプランシエル,居宅介護支援,大阪府貝塚市加神1-12-4北川ビル2F-C,北川ビル2F-C,34.442358400000000,135.354085200000000,072-479-4512,072-479-4513,9120105009247,一般社団法人しえる,2771302433,"平日,土曜日",,0,,,,,
272086,2771301633,大阪府,貝塚市,かつらぎ介護支援事業所,カツラギカイゴシエンジギョウショ,居宅介護支援,大阪府貝塚市蕎原５０３番地,,34.371838800000790,135.415933170569620,072-478-8603,072-478-8603,6120101050091,株式会社庄右衛門,2771301633,"平日,土曜日,日曜日,祝日",緊急連絡等による可動あり。,10,http://katuragi.jimdosite.com,,,,
272086,2771301286,大阪府,貝塚市,ケアプランセンター　フィット・貝塚,ケアプランセンター　フィット・カイヅカ,居宅介護支援,大阪府貝塚市加神一丁目８番７号,,34.439513311715330,135.355781237403900,072-430-5660,072-488-7667,8120001134166,株式会社　ハートケア,2771301286,平日,８月１３日～１５日、１２月３０日～１月３日,0,,,,,
272086,2771302136,大阪府,貝塚市,ふらっとケアプランセンター,フラットケアプランセンター,居宅介護支援,大阪府貝塚市清児574-1,,34.427347423868460,135.373704171383080,072-487-3221,072-487-3221,4120101055150,株式会社フラット,2771302136,平日,24時間連絡できる体制確保,10,,,,,
272086,2771302060,大阪府,貝塚市,あいわ園ケアプランセンター貝塚,アイワエンケアプランセンターカイヅカ,居宅介護支援,大阪府貝塚市堀1丁目16-6マンワール堀101号,マンワール堀101号,34.449345345594950,135.364787379199470,072-430-3737,072-430-3738,4120101045993,株式会社愛倭園,2771302060,"平日,祝日",,0,https://aiwa-en.com/,,,,
272086,2771300981,大阪府,貝塚市,ライフサポートあいわ,ライフサポートアイワ,居宅介護支援,大阪府貝塚市堤425番地の7,,34.431641855912810,135.349505820237740,072-439-1714,072-439-1718,7120101039167,株式会社愛和,2771300981,"平日,祝日",,0,http://www.aiwa-kaizuka.com,,,,
272086,2771301336,大阪府,貝塚市,ケアプランセンター　開夢,ケアプランセンターカイム,居宅介護支援,大阪府貝塚市脇浜四丁目10番1号,,34.440177800000000,135.357522600000040,072-437-0300,072-437-0311,1120101046929,株式会社開夢,2771301336,平日,定休日・営業時間以外でも必要に応じて連絡が取れ対処出来ます。,20,,,,,
272086,2771302243,大阪府,貝塚市,ケアプランなぎさ,ケアプランナギサ,居宅介護支援,大阪府貝塚市堤74-1,,34.430102985266240,135.358922377909860,072-425-9027,072-425-9053,7120101057458,株式会社楽楽,2771302243,平日,祝祭日及び8/13～8/15・12/30～1/3は（改行）お休みとさせていただきます。,35,https://gaku-raku.jp/,,,,
272086,2771302516,大阪府,貝塚市,ケアプランセンターつなぐ,ケアプランセンターツナグ,居宅介護支援,大阪府貝塚市石才71-6,,34.436941500000000,135.362685500000030,072-433-1566,072-433-1567,6120101063283,株式会社必要,2771302516,平日,8/13～8/15　　12/30～1/3,0,,,,,
272086,2771301872,大阪府,貝塚市,ケアプランセンター新心,ケアプランセンターシンシン,居宅介護支援,大阪府貝塚市橋本301,,34.423356967542276,135.364090763032440,072-493-3311,072-493-3312,8120103002122,合同会社こころ,2771301872,平日,営業時間のほか電話等により24時間常時連絡可能な体制とする。,10,,,,,
272086,2771302409,大阪府,貝塚市,居宅介護支援事業所花,キョタクカイゴシエンジギョウショハナ,居宅介護支援,大阪府貝塚市畠中一丁目７番４５号ハイネスピヴァット403号室,ハイネスピヴァット403号室,34.437063000000010,135.356235900000030,072-477-3851,072-474-1516,9120103003383,合同会社メープル,2771302409,"平日,土曜日",お盆（8/13～8/15）年末年始（12/31～1/3）は定休日とする,,,,,,
272086,2771302805,大阪府,貝塚市,にじいろケアプランセンター,ニジイロケアプランセンター,居宅介護支援,大阪府貝塚市加神1丁目3-14,,34.442200300000000,135.356578800000000,072-493-2426,072-493-2427,6120103003659,合同会社結,2771302805,平日,,0,https://nijiiro-kango.com/,,,,
272086,2771301880,大阪府,貝塚市,老松サポート,オイマツサポート,居宅介護支援,大阪府貝塚市堤16番地23,,34.427096100000000,135.358006199999980,072-424-4534,072-424-7891,8120103002163,合同会社老松サポート,2771301880,平日,特になし。,0,,,,,
272086,2771300189,大阪府,貝塚市,社会医療法人慈薫会河崎病院ケアプランセンター,シャカイイリョウホウジンジクンカイカワサキビョウインケアプランセンター,居宅介護支援,大阪府貝塚市水間244,,34.403210109156400,135.386380115869060,072-446-7587,072-446-7587,5120105005745,社会医療法人慈薫会,2771300189,"平日,土曜日",,0,http://jikunnkai.or.jp/kawasaki/careplan/index.html,,,,
272086,2771300437,大阪府,貝塚市,ケアプランセンター　ふれあい二色の浜,ケアプランセンター　フレアイニシキノハマ,居宅介護支援,大阪府貝塚市澤525番1,,34.433575800000000,135.339663299999980,072-447-5708,072-430-2940,5120105006132,社会福祉法人延寿会,2771300437,"平日,土曜日,祝日",,,http://www.enjyukai.or.jp/,,,,
272086,2771300205,大阪府,貝塚市,居宅介護支援事業所・貝塚誠心園ケアプランセンター,キョタクカイゴシエンジギョウショ・カイヅカセイシンエンケアプランセンター,居宅介護支援,貝塚市森1103-2,,34.413887200000000,135.377351699999960,072-446-8022,072-446-5316,9120105006112,社会福祉法人貝塚誠心園,2771300205,"平日,土曜日,祝日",,70,http://seishinen.com,,,,
272086,2771300023,大阪府,貝塚市,居宅介護支援事業所　水間ヶ丘ケアプランセンター,キョタクカイゴシエンジギョウショ　ミズマガオカケアプランセンター,居宅介護支援,大阪府貝塚市水間137番1,,34.404143399999980,135.388125599999970,072-446-5530,072-446-5532,4120105006125,社会福祉法人　建仁会,2771300023,"平日,土曜日,日曜日,祝日",,0,http://www.kenjinkai-mizuma.jp/,,,,
272086,2771300064,大阪府,貝塚市,りぶり～居宅介護支援事業所,リブリ～キョタクカイゴシエンジギョウショ,居宅介護支援,貝塚市東山２－１－１,,34.418453600000000,135.391283500000000,072-446-8888,072-446-5541,2120105006119,社会福祉法人三ケ山学園,2771300064,"平日,土曜日,祝日",,0,,,,,
272086,2771301997,大阪府,貝塚市,まんじゅケアプランセンター貝塚,マンジュケアプランセンターカイヅカ,居宅介護支援,大阪府貝塚市小瀬1丁目32番10号エスピア井出103号室,エスピア井出103号室,34.445063800000000,135.370304600000050,072-438-5228,072-438-1177,9120105006095,社会福祉法人寺田萬寿会,2771301997,"平日,祝日",,,https://www.terada-manju.jp/,,,,
272086,2771302292,大阪府,貝塚市,まんじゅケアプランセンター加神,マンジュケアプランセンターカシン,居宅介護支援,大阪府貝塚市加神2丁目2番7号,,34.439456900000000,135.352042300000000,072-438-5201,072-438-5202,9120105006095,社会福祉法人寺田萬寿会,2771302292,"平日,土曜日",,,https://www.terada-manju.jp/,,,,
272086,2771301781,大阪府,貝塚市,パートナー惠,パートナーケイ,居宅介護支援,大阪府貝塚市澤1372番地,,34.434119724590810,135.349138046311740,072-432-0133,072-429-9080,6120105007468,特定非営利活動法人惠ケア,2771301781,"平日,祝日",24時間宅直制,0,http://kei‐care.com,,,,
272086,2771300767,大阪府,貝塚市,ALPSケアプランセンター,アルプスケアプランセンター,居宅介護支援,大阪府貝塚市三ツ松767番地,,34.403652500000000,135.384548200000040,072-447-0605,072-447-0615,9120102022954,有限会社ALPS,2771300767,平日,,60,,,,,
272086,2771300619,大阪府,貝塚市,ケアプランセンターいこいの家,ケアプランセンターイコイノイエ,居宅介護支援,大阪府貝塚市福田25番地2,,34.439990223692510,135.363884088143860,072-436-0151,072-436-0166,2120102022639,有限会社　アメニティ開発,2771300619,"平日,土曜日",,90,http://ikoinoie-kaizuka.jp/,,,,
272086,2771301898,大阪府,貝塚市,ココロ・ケアプラン,ココロ・ケアプラン,居宅介護支援,貝塚市近木町21-10,,34.447606440485266,135.355883140722630,072-438-1100,072-438-1110,7120102022246,有限会社ウェルフェア・ジャパン,2771301898,"平日,土曜日,祝日",,0,,,,,
272086,2771300791,大阪府,貝塚市,お福さんケアサービス,オフクサンケアサービス,居宅介護支援,大阪府貝塚市半田一丁目１番１６号,,34.439730680358630,135.372955393006900,072-426-5267,072-475-5268,7120102023005,有限会社お福さんケアサービス,2771300791,平日,なし,0,https://www.ofukusan.jp,,,,
272086,2771302540,大阪府,貝塚市,ジェイサポートケアプランセンター,ジェイサポート　ケアプランセンター,居宅介護支援,大阪府貝塚市三ツ松2037-38,,34.406058499999990,135.376448000000040,072-446-3800,072-446-3802,8120102023202,有限会社ジェイサポート,2771302540,平日,24時間連絡可能な体制あり。,0,,,,,
272086,2771302854,大阪府,貝塚市,はむろケアサポート,ハムロケアサポート,居宅介護支援,大阪府貝塚市東山七丁目１番地2号2階2号室,2階2号室,34.410035100000010,135.387212800000000,072-489-6180,072-489-6181,9120102022888,有限会社はむろケアサポート,2771302854,平日,緊急時は、携帯で対応可,,,,,,
272086,2771302920,大阪府,貝塚市,ケアプランセンター太樹,ケアプランセンタータイジュ,居宅介護支援,大阪府貝塚市半田４６番地11,,34.439513000000000,135.369845300000000,080-7845-4431,050-3527-1247,2120103002524,合同会社徳阿,2771302920,平日,１２月３０日～１月３日は休業日とする。（改行）上記の営業日、営業時間のほか電話などにより２４時間常時連絡が可能な体制とする。,40,,,,,
272086,2771302367,大阪府,貝塚市,ケアプランセンターまごのて,ケアプランセンターマゴノテ,居宅介護支援,大阪府貝塚市小瀬375スパイラル小瀬Ⅰ　105号室,スパイラル小瀬Ⅰ　105号室,34.449337486960395,135.371938075124380,072-438-5581　,072-438-5582,5120103003486,合同会社ぽの,2771302367,平日,,35,https:/www.magonote.info,,,,
272086,2771301260,大阪府,貝塚市,二色の浜ヒューマンケアプランセンター,ニシキノハマヒューマンケアプランセンター,居宅介護支援,大阪府貝塚市澤１０２８番地の１３,,34.440553798629715,135.341637712233730,072-431-8383,072-431-2319,3120102022638,有限会社ヒューマン・ケア・ステーション,2771301260,"平日,土曜日",営業時間外も電話連絡は可能です。,0,http://nishikinohama.jimdo.com/,,,,
272086,2771301534,大阪府,貝塚市,ケアプランりんご,ケアプランリンゴ,居宅介護支援,大阪府貝塚市地蔵堂139-23,,34.428328626874450,135.351820346002230,080-6218-2921,072-442-1129,7120103001661,りんご合同会社,2771301534,平日,,0,,,,,
272086,2771302326,大阪府,貝塚市,ケアプランセンターえにし,ケアプランセンターエニシ,居宅介護支援,大阪府貝塚市東山7丁目6番２１号,,34.408601061204955,135.388154273016340,0724463930,0724463931,4120101053393,株式会社縁,2771302326,"平日,祝日",,0,,,,,
272086,2771301617,大阪府,貝塚市,ケアプランセンター薫,ケアプランセンターカオル,居宅介護支援,大阪府貝塚市久保一丁目16番2号,,34.446083200000000,135.374295900000000,072-425-1323,072-424-6374,3120101049384,株式会社松正,2771301617,平日,営業時間外又は土、日曜日は携帯電話での連絡等にて対応させていただきます。,0,https://hp.kaipoke.biz/fv7/index.html,,,,
272086,2771302706,大阪府,貝塚市,ケアプランセンターくすの木,ケアプランセンタークスノキ,居宅介護支援,大阪府貝塚市脇浜４丁目３１番５８号,,34.441288675963285,135.341328867597950,072-424-0007,072-430-0405,9120101049412,株式会社四月朔日,2771302706,平日,,0,,,,,
272086,2771300429,大阪府,貝塚市,特定非営利活動法人安心して老いるための会,トクテイヒエイリカツドウホウジンアンシンシテオイルタメノカイ,居宅介護支援,大阪府貝塚市脇浜1丁目4-1,,34.442792785755010,135.351671516573330,072-437-8807,072-437-8847,4120105006158,特定非営利活動法人安心して老いるための会,2771300429,平日,,0,,,,,
272086,2771302961,大阪府,貝塚市,ケアプランセンターゼロ,セアプランセンターゼロ,居宅介護支援,大阪府貝塚市西町5-6,,34.448305300000000,135.355815100000000,072-489-5833,072-489-5832,5120001260502,株式会社ブックアイ,2771302961,平日,,,,,,,
272094,2773205048,大阪府,守口市,さくらケアプランセンター,サクラケアラプンセンター,居宅介護支援,大阪府守口市金下町1-4-6,,34.731807121021700,135.558003211812550,06-4304-4045,06-6115-9812,3120001171395,株式会社エムアイオー,2773205048,"平日,祝日",,0,,,,,
272094,2773205014,大阪府,守口市,つばさケアプランセンター,ツバサケアプランセンター,居宅介護支援,大阪府守口市南寺方南通1-7-19,,34.720932000000000,135.567896400000000,06-6914-9264,06-4304-4646,5120001206059,株式会社つばさ,2773205014,平日,,0,,,,,
272094,2773204975,大阪府,守口市,ケアプランセンターハイジ守口,ケアプランセンターハイジモリグチ,居宅介護支援,大阪府守口市大久保町3丁目31番19号,,34.754864300000000,135.596579400000000,06-6916-5566,06-6916-5567,8120001163099,株式会社ハイジ,2773204975,"平日,祝日",上記の営業日、営業時間のほか、電話等により24時間連絡体制を確保し必要に応じて利用者又は家族の相談に対応する体制とする。,,,,,,
272094,2773204116,大阪府,守口市,アクトケアプランセンター守口,アクトケアプランセンターモリグチ,居宅介護支援,大阪府守口市大宮通4-8-1,,34.727017100000000,135.574324800000000,06-6997-6620,06-6997-6623,9120001174401,アクト株式会社,2773204116,"平日,土曜日,祝日",,,,,,,
272094,2773201500,大阪府,守口市,けいはん医療生活協同組合　きんだケアプランセンター,ケイハンイリョウセイカツキョウドウクミアイ　キンダケアプランセンター,居宅介護支援,大阪府守口市菊水通３丁目２番５号,,34.729474977968030,135.578017809807020,06-6991-3557,06-6991-3410,2120005012506,けいはん医療生活協同組合,2773201500,"平日,土曜日",,180,http://www.keihan-healthcoop.net,,,,
272094,2773200155,大阪府,守口市,パナソニック健康保険組合　指定居宅介護支援事業所はーとぴあ,パナソニックケンコウホケンクミアイシテイキョタクカイゴシエンジギョウショハートピア,居宅介護支援,大阪府守口市外島町5番55号松下介護老人保健施設はーとぴあ内,松下介護老人保健施設はーとぴあ内,34.743627800000000,135.562756300000050,06-6992-8121,06-6992-8101,6700150026413,パナソニック健康保険組合,2773200155,"平日,土曜日",,110,http://phio.panasonic.co.jp,,,,
272094,2773204199,大阪府,守口市,医療法人愛泉会　あいせんケアプランセンター,イリョウホウジンアイセンカイ　アイセンケアプランセンター,居宅介護支援,大阪府守口市八雲中町2丁目4番26号,,34.744664789609030,135.569035022753900,06-6115-5001,06-6115-5122,4120005014070,医療法人愛泉会,2773204199,"平日,土曜日",,0,https://ai-sen-kai.or.jp/,,,,
272094,2773200304,大阪府,守口市,愛泉会居宅介護支援事業所,アイセンカイキョタクカイゴシエンジギョウショ,居宅介護支援,守口市藤田町4丁目3-7,,34.747969400000000,135.600772199999940,06-6904-0077,06-6904-3939,4120005014070,医療法人愛泉会,2773200304,"平日,土曜日",,130,,,,,
272094,2773204777,大阪府,守口市,ケアプランセンター　ユーアンドアイ,ケアプランセンター　ユーアンドアイ,居宅介護支援,大阪府守口市東町２丁目７番１号,,34.748898000000000,135.605135599999980,06-6115-5650,06-6115-5136,7120005014027,医療法人秋田医院,2773204777,平日,状況に応じ利用者と相談の上、上記以外の時間も営業する。,0,,,,,
272094,2773202904,大阪府,守口市,居宅介護支援事業所　ラ・ソーラもりぐち,キョタクカイゴシエンジギョウショ　ラ　ソーラモリグチ,居宅介護支援,守口市佐太中町2-9-2,,34.756773500000000,135.584895599999980,06-6991-8821,06-6916-0863,1120905003679,医療法人神明会,2773202904,平日,,0,,,,,
272094,2773204520,大阪府,守口市,もりぐち清水会病院大日居宅介護支援センター,モリグチセイスイカイビョウインダイニチキョタクカイゴシエンセンター,居宅介護支援,大阪府守口市大日東町４番32101号,101号,34.750418063032620,135.582255988885500,06-6780-9500,06-6780-9510,4120005013997,医療法人清水会,2773204520,平日,,0,https://www.seisuikai.net,,,,
272094,2773203548,大阪府,守口市,医療法人清水会　橋波居宅介護支援センター,イリョウホウジンセイスイカイ　ハシバキョタクカイゴシエンセンター,居宅介護支援,大阪府守口市橋波西之町2丁目4番19号,,34.735211879210950,135.572460446058160,06-6991-2311,06-6991-0220,4120005013997,医療法人清水会,2773203548,"平日,土曜日",,0,http://www.seisuikai.net,,,,
272094,2773204868,大阪府,守口市,えるケアプランセンター守口菊水通,エルケアプランセンターモリグチキクスイドオリ,居宅介護支援,大阪府守口市菊水通２－１０－１菊水ビル３０２,菊水ビル３０２,34.730800000000000,135.577999900000000,06-6967-8785,06-6967-8786,6120901045035,株式会社える,2773204868,"平日,土曜日,祝日",,44,https://el-homemedi.co.jp/,,,,
272094,2773204744,大阪府,守口市,ケアステーションmore,ケアステーションモア,居宅介護支援,大阪府守口市八島町7-12アヴァロン八島町　A2,アヴァロン八島町　A2,34.740178700000000,135.563271300000000,06-6115-5406,06-6115-5409,5120001255709,株式会社ａｎｄ　ｍｏｒｅ,2773204744,平日,,0,,,,,
272094,2773202268,大阪府,守口市,ケアプランセンターつむぎ,ケアプランセンターツムギ,居宅介護支援,大阪府守口市早苗町７番１５号,,34.731815300000000,135.560809699999940,06-6992-0810,06-6992-0880,6120001160445,株式会社オータムハート,2773202268,"平日,祝日",上記以外の曜日・時間帯を含め、電話等により２４時間連絡が可能な体制です。,0,http://www.care-tsumugi.jp,,,,
272094,2773202755,大阪府,守口市,おかもとケアプラン,オカモトケアプラン,居宅介護支援,大阪府守口市橋波西之町２丁目１３番１７号アーバンハイム守口６０２号,アーバンハイム守口６０２号,34.734945255950140,135.570634330085800,06-6967-8803,06-6967-8806,1120001160193,株式会社おかもと,2773202755,平日,上記の営業日、営業時間のほか、電話等により24時間常時連絡が可能な体制とする。,0,https://okamoto-hns.com,,,,
272094,2773200601,大阪府,守口市,ケア21守口,ケアニジュウイチモリグチ,居宅介護支援,大阪府　守口市京阪本通一丁目3番2号守口富士ビル4F,守口富士ビル4F,34.731768100000000,135.556135100000000,06-6995-6277,06-6995-6278,5120001101680,株式会社ケア21,2773200601,平日,,0,http://care21.co.jp/,,,,
272094,2773202243,大阪府,守口市,ケアマネジメント　輻,ケアマネジメント　フク,居宅介護支援,大阪府守口市南寺方中通1-4-10,,34.722808054029954,135.566261804776000,06-6993-2333,06-6993-2663,6120001160214,株式会社デイケア憩,2773202243,平日,その他、１２/３０～１/３,250,https://www.ikoi-group.com/,,,,
272094,2773201104,大阪府,守口市,ケアプランセンター竹内,ケアプランセンタータケウチ,居宅介護支援,大阪府守口市長池町６番３１号,,34.727379600000000,135.559226600000000,06-6998-0087,06-6998-8000,2120002081405,株式会社　デイサービス竹内,2773201104,"平日,土曜日",,0,,,,,
272094,2773201674,大阪府,守口市,ピー・アイ・エスケアプランセンター,ピー・アイ・エスケアプランセンター,居宅介護支援,守口市寺方元町2丁目10番6号第一フラットリバーハイツ406号,,34.725502500000000,135.572785100000030,06-6993-0071,06-7651-7027,6120001159826,株式会社ピー・アイ・エス,2773201674,"平日,土曜日",,140,,,,,
272094,2773201278,大阪府,守口市,介護ステーション　くらら,カイゴステーションクララ,居宅介護支援,大阪府守口市金下町１丁目２－１土居マンション１Ｆ,土居マンション１Ｆ,34.732581247052690,135.559056874556300,06-6998-6333,06-6998-6388,5120001159505,株式会社ピュアライフ,2773201278,"平日,土曜日,祝日",,0,https://purelife-kaigo.jp/,,,,
272094,2773203597,大阪府,守口市,ほっとケアプラン,ホットケアプラン,居宅介護支援,大阪府守口市西郷通3丁目9-4,,34.728151900000000,135.571783800000050,06ｰ6991ｰ9258,06ｰ6991ｰ9259,7120001196182,株式会社ほっと,2773203597,"平日,祝日",,0,,,,,
272094,2773203043,大阪府,守口市,ケアプランセンター結,ケアプランセンターユイ,居宅介護支援,大阪府守口市大久保町２丁目17-11102,102,34.750131713401580,135.600656560363600,06-6905-8339,06-6905-8334,5120001166781,株式会社ゆいグループ,2773203043,平日,年末12/30から年始1/3は休日,35,http://www.yui-group.jp,,,,
272094,2773204355,大阪府,守口市,Nログ,エヌログ,居宅介護支援,大阪府守口市日光町4-8サンアベニュー井門Ⅱ　101号室,サンアベニュー井門Ⅱ　101号室,34.742293700000000,135.564591700000000,06-7173-3909,06-7178-7035,1122001024683,株式会社ログ,2773204355,平日,,0,https://company-log.com/,,,,
272094,2773204322,大阪府,守口市,くれいんけあぷらん,クレインケアプラン,居宅介護支援,大阪府守口市西郷通１丁目２－１１,,34.733667982239840,135.572083342584140,06-7222-1519,06-7739-5899,8120003018499,合同会社ｋｕｒｅｉｎ,2773204322,平日,上記および夏期・年末年始（8月13日～15日、12月30日から1月3日）（改行）時間外・緊急時など転送電話で対応しています。,99,,,,,
272094,2773204314,大阪府,守口市,ケアプラン　いづみ,ケアプラン　イヅミ,居宅介護支援,大阪府守口市大日町四丁目２９番１号,,34.755381600000000,135.579414600000000,06-7501-9697,06-7493-2352,6120003018369,合同会社いづみ,2773204314,平日,上記の営業日、営業時間のほか、電話等により２４時間常時連絡が可能な体制とする。,0,,,,,
272094,2773203142,大阪府,守口市,居宅介護支援グッドフレンド,キョタクカイゴシエングッドフレンド,居宅介護支援,大阪府守口市祝町9-20,,34.732631300000010,135.559906800000020,06-6115-5103,,8120003008995,合同会社グッドフレンド,2773203142,平日,,0,,,,,
272094,2773203605,大阪府,守口市,あき晴れケアプランセンター,アキバレケアプランセンター,居宅介護支援,大阪府守口市金田町1丁目63番3号,,34.755518200000010,135.590167400000040,06-6991-9314,06-6991-9315,9120003011296,合同会社　ココモーニング,2773203605,平日,,0,,,,,
272094,2773204272,大阪府,守口市,ケアプランセンターひだまり,ケアプランセンターヒダマリ,居宅介護支援,大阪府守口市菊水通3丁目11番20号ラシーヌコート菊水通405号室,ラシーヌコート菊水通405号室,34.753323385039900,135.575326191401640,06-6967-8937,06-6967-8938,2120003017366,合同会社ベリー,2773204272,平日,上記の営業日、営業時間のほか、電話等により24時間常時連絡が可能な体制とする。,0,,,,,
272094,2773202946,大阪府,守口市,牧けあぷらん守口,マキケアプランモリグチ,居宅介護支援,大阪府守口市豊秀町2-2-19セントレケイ102号,セントレケイ102号,34.734867799999990,135.563162100000000,06-6991-5557,06-4304-4024,6120005005290,医療法人清翠会,2773202946,平日,24時間連絡体制を確保しており、必要に応じて利用者等の相談に対応する体制を確保しております。（改行）営業時間以外のご連絡は下記連絡先までお願い致します。（改行）ただし、営業時間以外の対応は、原則として電話対応のみとさせていただきます。,0,http://www.maki-group.jp/,,,,
272094,2773200031,大阪府,守口市,守口居宅介護支援事業所ラガール,モリグチキョタクカイゴシエンジギョウショラガール,居宅介護支援,大阪府守口市大久保町３－３０－２１,,34.754424444229610,135.596882187171900,06-6900-1900,06-6900-1067,3120005013998,社会医療法人弘道会,2773200031,"平日,土曜日,祝日",,0,http://www.1odn.ne.jp/m-lagare,,,,
272094,2773203357,大阪府,守口市,寺方居宅介護支援事業所ラガール,テラカタキョタクカイゴシエンジギョウショラガール,居宅介護支援,大阪府守口市寺方本通一丁目5番5号,,34.724857800000000,135.574105899999950,06-6991-2020,06-6991-2088,3120005013998,社会医療法人弘道会,2773203357,"平日,土曜日",12/30～1/3休日,0,http://www.koudoukai.or.jp/terakata-lagare,,,,
