No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,通話メモ,備考
1291,港区,○,○,営利法人,1,1,独立系,2010401037836,アイム株式会社,,,アイム介護福祉支援センター,1370300350,東京都港区赤坂7丁目10番地9号第四文成ビル701,03-6807-4881,03-6807-4881,03-6807-4883,http://www.aimcare.co.jp/,平日,,,,,,,,,,,,
1292,港区,○,○,営利法人,1,1,独立系,6010401099212,アステイジ株式会社,,,アステイジ,1370303735,東京都港区麻布十番2-16-11麻布十番2Aビル202,03-6809-6684,03-6809-6684,03-6809-6771,https://astage.co/,平日,,,,,,,,,,,,
1293,港区,○,○,営利法人,1,1,独立系,3010401053287,キヨタ・ライフケアサービス株式会社,,,キヨタケアプランセンターみなと,1370302422,東京都港区芝浦4-3-4田町きよたビル3階,03-5439-6322,03-5439-6322,03-5440-0885,http://www.kiyota-life.co.jp/,平日,,,,,,,,,,,,
1295,港区,○,○,営利法人,1,1,独立系,7010401078792,ケアプラン百満株式会社,,,ケアプラン百満,1370302869,東京都港区南青山3-7-5アルプスプラザ203,03-6804-1072,03-6804-1072,03-6804-1073,,平日,,,,,,,,,,,,
1296,港区,○,○,営利法人,1,1,独立系,9010401027979,マスヤマビジネスアソシエイツ株式会社,,,マスヤマケアセンター,1370301101,東京都港区南麻布２丁目９番地１７号,03-3446-6652,03-3446-6652,03-3446-6660,,平日,,,,,,,,,,,,
1302,港区,○,○,営利法人,1,1,独立系,8010703002375,合同会社　あひる介護,,,あひる介護,1370305037,東京都港区芝浦1-14-13シャンティイトー404,03-6450-3001,03-6450-3001,03-6450-3002,,"平日,祝日",,,,,,,,,,,,
1303,港区,○,○,営利法人,1,1,独立系,5010403014021,合同会社コロポックル,,,ケアネスト,1370304527,東京都港区芝大門1-11-9ライオンズマンション芝公園601,03－3433－0270,03-3433-0270,03-3433-0940,,平日,,,,,,,,,,,,
1304,港区,○,○,営利法人,1,1,独立系,2013303001546,合同会社スマート,,,ケアデザイン　スマート,1370302810,東京都港区六本木5-18-19グランメール六本木201,03-5114-6175,03-5114-6175,03-5114-6176,https://smart-office.jimdofree.com,平日,,,,,,,,,,,,
1305,港区,○,○,営利法人,1,1,独立系,3010403036059,合同会社ＴＭ,,,居宅介護支援事業所ＴＭケアセンター,1370305821,東京都港区港南3-7-16フィバリッチタワー品川　1704,03-3450-9911,03-3450-9911,03-3450-9911,,平日,,,,,,,,,,,,
1306,港区,○,○,営利法人,1,1,独立系,5010402027726,有限会社　あいハート,,,有限会社あいハート,1370301721,東京都港区赤坂9-6-28704,03-3408-8247,03-3408-8247,03-3746-1080,,"平日,土曜日",,,,,,,,,,,,
1307,港区,○,○,営利法人,1,1,独立系,2010402021087,有限会社　すばる介護センター,,,居宅介護支援事業所　すばる,1370301358,東京都港区高輪３丁目２番３号Ｔ３２３プレイスビル２階,03-5789-2788,03-5789-2788,03-5789-2787,http://www.subaru-kaigo.co.jp,"平日,祝日",,,,,,,,,,,,
1308,港区,○,○,営利法人,1,1,独立系,7010702002897,有限会社　小池企画印刷,,,居宅介護支援事業所　小池,1370301275,東京都港区高輪２丁目４番１３号エスポワール高輪１０３,03-3447-0815,03-3447-0815,03-3447-0510,,"平日,土曜日",,,,,,,,,,,,
1309,港区,○,○,営利法人,1,1,独立系,9010402029479,有限会社　港ケア・メイト,,,有限会社　港ケア・メイト,1370305391,東京都港区芝2-5-28芝公園住宅　101,03-5765-5734,03-5765-5734,03-5765-7722,,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,
1310,港区,○,○,営利法人,1,1,独立系,7010402031924,有限会社エンジェルケアプラン,,,エンジェルケアプラン,1370302182,東京都港区芝浦2-17-2田町竹芝ハイツ201号室,03-3455-5300,03-3455-5300,03-3455-5311,https://www.angc.co.jp/,平日,,,,,,,,,,,,
1311,港区,○,○,営利法人,1,1,独立系,2010402036192,有限会社コスモスケアステーション,,,コスモスケアステーション,1370303529,東京都港区新橋６－５－４７０１,03-5405-1910,03-5405-1910,03-5405-1635,,平日,,,,,,,,,,,,
1312,港区,○,○,営利法人,1,1,独立系,4010402027264,有限会社コスモス港ステーション,,,Ｋ港ステーション,1370302943,東京都港区白金台2-23-4,03-3444-1743,03-3444-1743,03-3444-8099,http://www.k-minato.com,平日,,,,,,,,,,,,
1313,港区,○,○,営利法人,1,1,独立系,3010402032752,有限会社ベル・ハートサポート,,,ベル・ハートサポート,1370303750,東京都港区芝浦４－９－１８３１６,０３－６４２６－８８９１,03-6426-8891,０３－６８０９－４６００,,平日,,,,,,,,,,,,
1315,港区,○,○,営利法人,1,1,独立系,1010401155721,株式会社MIYABI雅,,,LINKS,1370305243,東京都港区高輪1-26-20アムス高輪９階,03-6456-2209,03-6456-2209,03-6456-2219,https://miyabiinc.com/,平日,,,,,,,,,,,,
1316,港区,○,○,営利法人,1,1,独立系,7010401011646,株式会社　サンビジネス,,,ケアマネステーション・あんしんサイト,1370304469,東京都港区芝１－１０－１１コスモ金杉橋ビル９階,03-6435-0791,03-6435-0791,03-3455-5821,http://www.sunbi.co.jp,平日,,,,,,,,,,,,
1318,港区,○,○,営利法人,1,1,独立系,4301370300913,株式会社　緑祥,,,株式会社　緑祥,1370300913,東京都港区赤坂6-4-17,03-3585-4467,03-3585-4467,03-3585-6085,,平日,,,,,,,,,,,,
1319,港区,○,○,営利法人,1,1,独立系,4010401042644,株式会社こめつつじ,,,居宅介護支援事業所　こめつつじ,1370301655,東京都港区三田１丁目３－４４ラクラス麻布十番００２号,03-6665-8920,03-6665-8920,03-6665-8921,http://www.cometsutsuji.jp/,平日,,,,,,,,,,,,
1320,港区,○,○,営利法人,1,1,独立系,5010401105895,株式会社やまぶき,,,やまぶきケア,1370304055,東京都港区南青山2-27-8IBハイツ203,03-6432-9321,03-6432-9321,03-6432-9322,http://yamabuki-care.co.jp/,平日,,,,,,,,,,,,
1322,港区,○,○,営利法人,1,1,独立系,7010901056240,株式会社グリーンブリッヂ,,,ケアプランセンターみっつの木,1370305730,東京都港区東新橋2-7-3昭和アステック１号館602号,03-6403-9898,03-6403-9898,03-6735-3331,,平日,,,,,,,,,,,,
1324,港区,○,,営利法人,1,2,独立系,5010401081963,株式会社シティインデックスホスピタリティ,,,シティインデックスホスピタリティ居宅介護支援事業所,1370303412,東京都港区白金6丁目16番6号ザ・レジデンス白金スイート4階,03-5449-7575,03-5449-7575,03-5449-7576,http://www.ci-hos.com/,平日,,,,,,,,,,,,
1328,港区,○,○,営利法人,1,1,独立系,9080101015047,株式会社ピースオブマインド,,,ポム,1371909399,東京都港区芝2-27-8芝ﾏﾝｼｮﾝ403,03-6459-4730,03-6459-4730,03-6459-4740,http://www.peace-of-mind.jp/,平日,,,,,,,,,,,,
1329,港区,○,,営利法人,1,2,医療機関併設,2080001020517,株式会社メディカルニュークリエイト,,,三田在宅診療クリニック付属居宅介護支援事業所,1370305557,東京都港区三田１丁目２－１８TTD　PLAZA　7F,03-6400-5222,03-6400-5222,03-6400-5223,,平日,,,,,,,,,,,,
1330,港区,○,,営利法人,1,2,独立系,7080001005414,株式会社ヤマシタ,,,マイ　トーキョータワー　クラブ,1370302547,東京都港区三田２－１０－６三田レオマビル３階,03-5730-3111,03-5730-3111,050-3153-1578,https://www.yco.co.jp/homecare/area/mytokyo/,平日,,,,,,,,,,,,
1337,港区,○,○,営利法人,1,1,独立系,5010401131157,茜株式会社,,,茜ケアステーション,1370304840,東京都港区高輪2丁目14-9三愛ビル梅館201,03-5422-8971,03-5422-8971,03-5422-8970,,平日,,,,,,,,,,,,
1338,港区,○,○,営利法人,1,1,独立系,2010401120963,麻布ケアサポート株式会社,,,麻布ケアサポート,1370304808,東京都港区六本木3-9-5ゼックスバウム館4階,03-3403-3637,03-3403-3637,03-6804-3260,https://www.azabucare.co.jp,平日,,,,,,,,,,,,
1339,港区,○,○,営利法人,1,1,独立系,5010401166211,Ｃｏｇｎｉｆｏｒｔ株式会社,,,シロップ居宅介護支援事業所,1370305839,東京都港区浜松町1-9-12号中野ビル5階,03-6809-1721,03-6809-1721,03-6809-0524,,平日,,,,,,,,,,,,
1340,目黒区,○,○,営利法人,1,1,独立系,8011003007701,ぽかぽかあったかパートナー合同会社,,,居宅介護支援ぽかぽかあったかめぐろ,1371004589,東京都目黒区目黒二丁目11－12ジョイパレス7　701号,03-6417-9688,03-6417-9688,03-6417-9687,http://www.ppap55.com,"平日,祝日",,,,,,,,,,,,
1342,目黒区,○,○,営利法人,1,1,独立系,8010701025196,カウシープ株式会社,,,目黒１丁目ケアプランセンター,1371003136,東京都目黒区下目黒2-22-7MEGUROMARINA102,03-6417-9986,03-6417-9986,03-3492-2707,https://www.1choume.net/,"平日,土曜日,祝日",,,,,,,,,,,,
1345,目黒区,○,○,営利法人,1,1,独立系,6013201018556,ベアタケア株式会社,,,ケアプラン　ハイハロー,1371003482,東京都目黒区平町1-26-3都立大アーバンハイム101,03-3723-8186,03-3723-8186,03-3723-3908,http://www.beata-care.jp,平日,,,,,,,,,,,,
1355,目黒区,○,○,営利法人,1,1,独立系,2011003005727,合同会社あずさケアプラン,,,合同会社あずさケアプラン,1371003987,東京都目黒区柿の木坂2-27-10,03-3717-7167,03-3717-7167,03-3717-7025,,平日,,,,,,,,,,,,
1356,目黒区,○,○,営利法人,1,1,独立系,9011003011801,合同会社おひさま,,,おてんとうさま,1371005172,東京都目黒区洗足1-9-6ウィングコート洗足105号,03-6303-1552,03-6303-1552,03-6303-1558,,平日,,,,,,,,,,,,
1357,目黒区,○,○,営利法人,1,1,独立系,1011003005083,合同会社かがやき,,,ケアプランかがやき,1371003862,東京都目黒区南３－９－１３,０３－５７２６－３１８１,03-5726-3181,０３－３７２３－１７００,,平日,,,,,,,,,,,,
1358,目黒区,○,○,営利法人,1,1,独立系,3011003009850,合同会社サウスノード,,,居宅介護支援事業所エソラ,1371004928,東京都目黒区五本木３－９－１JKハイム１０１号室,03-5720-8801,03-5720-8801,03-5720-8801,https://south-node.com/,平日,,,,,,,,,,,,
1359,目黒区,○,○,営利法人,1,1,独立系,4011003007218,合同会社スナーグル,,,スナーグル,1371004431,東京都目黒区下目黒６－１６－１２津国屋ビル７０２,03-6412-8856,03-6412-8856,03-6412-8857,,平日,,,,,,,,,,,,
1360,目黒区,○,○,営利法人,1,1,独立系,5013202013615,有限会社はぎ介護センター,,,居宅介護支援事業所はぎ,1371002252,東京都目黒区目黒2-8-10アーバン目黒ビル５階,03-6417-0341,03-6417-0341,03-6417-0342,https://www.hagikaigo-recruit.com/,"平日,祝日",,,,,,,,,,,,
1361,目黒区,○,○,営利法人,1,1,独立系,8013202014569,有限会社亜々夢,,,ケアサービス駒場,1371002823,東京都目黒区駒場3-11-9フラッツ駒場101,03-6407-9428,03-6407-9428,03-6407-9429,,平日,,,,,,,,,,,,
1362,目黒区,○,○,営利法人,1,1,独立系,9013202008520,有限会社映光メディカル,,,えるはあとケアセンター,1371001197,東京都目黒区中央町２－６－１Ｋ２ビル２F,03-5725-4771,03-5725-4771,03-5725-4772,https://el-heart.com/,平日,,,,,,,,,,,,
1363,目黒区,○,○,営利法人,1,1,独立系,6013202008622,有限会社目黒ケアセンター,,,有限会社目黒ケアセンター,1371001379,東京都目黒区目黒本町6-17-3,03-3791-9130,03-3791-9130,03-3791-9132,,平日,,,,,,,,,,,,
1364,目黒区,○,○,営利法人,1,1,独立系,8010701018530,株式会社　ハートプランニング,,,トータルサポートあんず,1371005073,東京都目黒区鷹番3-21-14光南マンション101,03-5720-5575,03-5720-5575,03-5720-5576,http://www.ts-anzu.com/,平日,,,,,,,,,,,,
1365,目黒区,○,○,営利法人,1,1,独立系,6011001118898,株式会社すまいるナーシング,,,ピースワークケアプランセンター,1371005495,東京都目黒区八雲２丁目８－２ウエルス都立大１０２号室,03-5726-9015,03-5726-9015,03-5726-5016,https://smilage.jp/,平日,,,,,,,,,,,,
1369,目黒区,○,○,営利法人,1,1,独立系,4013201013410,株式会社れんげそう,,,ケプランセンター　れんげそう,1371003821,東京都目黒区自由が丘２丁目３番１８号ハイツ自由が丘２０１号室,03-5726-8975,03-5726-8975,03-5726-8976,http://careplan-rengesou.com/,平日,,,,,,,,,,,,
1370,目黒区,○,○,営利法人,1,1,独立系,6010801020735,株式会社アニスケア,,,アニスケアセンター,1371003193,東京都目黒区中町2-48-33市川興産ビル305,03-3760-1377,03-3760-1377,03-3760-1378,https://www.anisukea.com,平日,,,,,,,,,,,,
1372,目黒区,○,○,営利法人,1,1,独立系,9010901013512,株式会社コスモインターリアリティー,,,シティ,1371004738,東京都目黒区八雲2-11-6Ｃibeles203,03-5726-9508,03-5726-9508,03-5726-9509,http://www.cosmointer-city.jp,"平日,祝日",,,,,,,,,,,,
1374,目黒区,○,○,営利法人,1,1,独立系,6011001093308,株式会社トラスト・ホープ,,,ハピネスケアプランセンター,1371004001,東京都目黒区原町2-8-14パレ洗足　1F,03－6451－0871,03-6451-0871,03－6451－0872,http://happiness-0401.com,平日,,,,,,,,,,,,
1377,目黒区,○,○,営利法人,1,1,独立系,8011001114813,株式会社ハウオリホーエア,,,ケアプランセンターハウオリ,1371005180,東京都目黒区鷹番2-8-16石井ハイム102号室,03-6451-2690,03-6451-2690,03-5734-1138,https://hauoli-hoea.co.jp/,平日,,,,,,,,,,,,
1381,目黒区,○,○,営利法人,1,1,独立系,5010401094890,株式会社メディケアマネージメント,,,メディケアマネージメント,1371004944,東京都目黒区目黒二丁目11-9目黒グリーンランドビル401,03-6417-0591,03-6417-0591,03-6417-0592,,平日,,,,,,,,,,,,
1382,目黒区,○,○,営利法人,1,1,独立系,1011001127540,株式会社ライブウィズ,,,ケアプランあけみち,1371004910,東京都目黒区中目黒１－１１－１２手塚ビル７０３号室,03-6303-3869,03-6303-3869,03-6303-3928,,"平日,祝日",,,,,,,,,,,,
1384,目黒区,○,○,営利法人,1,1,独立系,9011001132376,株式会社汲心,,,うぐいすケアプランセンター,1371005040,東京都目黒区原町1-14-3エリゼ目黒306号,03-6452-3646,03-6452-3646,03-6452-3647,https://kyuushin-uguiss.com,平日,,,,,,,,,,,,
1385,目黒区,○,○,営利法人,1,1,独立系,9011001132616,株式会社生活福祉研究所,,,サンライフ東京ケアプランセンター,1371005065,東京都目黒区目黒1-5-19目黒第一ビル606,03-3490-0711,03-3490-0711,03-3495-1711,https://www.sunlife1930.org/,平日,,,,,,,,,,,,
1386,目黒区,○,○,営利法人,1,1,独立系,2020001149254,株式会社ｋ３‐ｍｏｍｍｙ,,,ケアプランセンター　あるべきよう和,1371005388,東京都目黒区目黒本町5-6-2西小山ステーションハウス１０１号室,03-5734-1696,03-5734-1696,03-5734-1697,,平日,,,,,,,,,,,,
1398,目黒区,○,,営利法人,1,4,独立系,1010401183540,ＳｔａｒＱケア株式会社,,,スタークケアプランセンター中目黒,1371004860,東京都目黒区上目黒３－８－１４リバフィ中目黒１０１,０３－６６９３－７０３１,03-6693-7031,０３－６６９３－７０３２,https://star-q.jp/,平日,,,,,,,,,,,,
1399,目黒区,○,○,営利法人,1,1,独立系,1011301029296,ｐｏｍｍ株式会社,,,ぽむケアプラン,1371005545,東京都目黒区中央町2-28-17MAHAUS1階,03-6412-7088,03-6412-7088,03-6412-7089,https://p0mm.com,平日,,,,,,,,,,,,
1408,練馬区,○,,営利法人,1,2,独立系,3030001126994,セレクトケアプラザ株式会社,,,セレクトケアプラザ株式会社光ヶ丘ステーション,1372012763,東京都練馬区田柄5丁目17-16光が丘フォーリア106,03-5971-3885,03-5971-3885,03-3990-1700,https:/selectcareplaza.com,平日,,,,,,,,,,,,
1413,練馬区,○,○,営利法人,1,1,独立系,6011602012145,介護サポートかがやき有限会社,,,介護サポートかがやき有限会社,1372002368,東京都練馬区北町８-３7-8ベルソーナ北町１１１号室,03-5945-7884,03-5945-7884,03-5945-7885,https://www.kaigo-kagayaki.com/homecare.html,平日,,,,,,,,,,,,
1430,練馬区,○,○,営利法人,1,1,独立系,1030003009233,合同会社caresoul,,,しきな武蔵関,1372011732,東京都練馬区関町東2-15-7ファーランジュ武蔵関212号室,03-5903-8708,03-5903-8708,03-5903-8709,,平日,,,,,,,,,,,,
1431,練馬区,○,○,営利法人,1,1,独立系,1012703002304,合同会社　H.P.R,,,居宅介護支援事業所　エクラス（笑暮らす）,1372013845,東京都練馬区大泉学園町6-16-31,03-5935-7043,03-5935-7043,03-5935-7044,,平日,,,,,,,,,,,,
1432,練馬区,○,○,営利法人,1,1,独立系,8011603001789,合同会社　クリエイティブプランニング,,,クリエイティブプラン,1372011419,東京都練馬区南大泉1-26-9,03-3921-7110,03-3921-7110,03-5935-6676,,平日,,,,,,,,,,,,
1433,練馬区,○,○,営利法人,1,1,独立系,9030003008384,合同会社　ＭＡＩＭＡＩ,,,居宅介護支援事業所　マハロ,1372011468,東京都練馬区上石神井1-15-7ライオンズマンション上石神井３０９号,03-6904-8953,03-6904-8953,03-6904-8954,,平日,,,,,,,,,,,,
1434,練馬区,○,○,営利法人,1,1,独立系,2030003024272,合同会社たーとる,,,居宅介護支援事業所ぴーす,1372014801,東京都練馬区土支田4-26-8,03-6339-9647,03-6339-9647,03-6783-9803,,平日,,,,,,,,,,,,
1435,練馬区,○,○,営利法人,1,1,独立系,5011603004241,合同会社つむぎの木,,,つむぎの木ケアプランサービス,1372014751,東京都練馬区氷川台3-36-20クレアトール氷川台401,03-3931-1239,03-3931-1239,03-6750-1351,,平日,,,,,,,,,,,,
1436,練馬区,○,○,営利法人,1,1,独立系,7011603003885,合同会社みかん,,,居宅介護支援事業所　ほがらか,1372014447,東京都練馬区東大泉7-31-21シャイニーハウス102,03-6904-6224,03-6904-6224,03-6904-6227,https://hp.kaipoke.biz/z7c/,平日,,,,,,,,,,,,
1437,練馬区,○,○,営利法人,1,1,独立系,7030003016463,合同会社アオイ,,,なのはなケアマネ事業所,1372013605,東京都練馬区田柄2-29-17アーバンタガラ２０１号室,03-4291-0347,03-4291-0347,03-4291-0347,,平日,,,,,,,,,,,,
1438,練馬区,○,○,営利法人,1,1,独立系,4011603004077,合同会社オアシスケア,,,オアシスケア,1372014629,東京都練馬区春日町1-10-19春日サンラークシノダ102,03-5848-5670,03-5848-5670,03-5848-5671,,平日,,,,,,,,,,,,
1439,練馬区,○,○,営利法人,1,1,施設併設,4030003008959,合同会社オレイユ,,,おれいゆ大泉学園,1372011666,東京都練馬区大泉学園町6-19-40,03-5935-6413,03-5935-6413,03-5935-7584,https://www.oreille-cherry.com,"平日,祝日",,,,,,,,,,,,
1440,練馬区,○,○,営利法人,1,1,独立系,1011603002232,合同会社クローバーケア,,,クローバーケア,1372012334,東京都練馬区立野町18-32エスポワール立野　101,03-6312-3219,03-6312-3219,03-6319-8307,,平日,,,,,,,,,,,,
1441,練馬区,○,○,営利法人,1,1,独立系,4011603003789,合同会社プレヴナンス,,,居宅介護支援事業所　けあまねさん,1372014330,東京都練馬区石神井町2-8-30コスモハイツ103号室,03-6765-8837,03-6765-8837,03-4283-0813,https://hp.kaipoke.biz/p9s/,平日,,,,,,,,,,,,
1442,練馬区,○,○,営利法人,1,1,独立系,5011603001346,合同会社幸信,,,ケアサービスあっぷる,1372010957,東京都練馬区富士見台２－３１－３０宇多川ビル1階,03-5848-9230,03-5848-9230,03-5848-9328,https://cs-apple.net,平日,,,,,,,,,,,,
1443,練馬区,○,○,営利法人,1,1,独立系,8011603002052,合同会社旭,,,ケアプランセンター　爽快生活,1372011914,東京都練馬区西大泉2-10-17ヤマヒデアパート206,03-5935-7794,03-5935-7794,03-5935-7795,,平日,,,,,,,,,,,,
1444,練馬区,○,○,営利法人,1,1,独立系,2010103000860,合同会社ＢＥＬＬＳ,,,ケアプラン・ハピネス,1372011062,東京都練馬区上石神井2-23-17メゾン・ド・ティーグルⅢ　103号,03-6904-9833,03-6904-9833,03-6904-9990,,平日,,,,,,,,,,,,
1445,練馬区,○,○,営利法人,1,1,独立系,3011403002851,合同会社ＨＩＬＯ,,,一美,1372015055,東京都練馬区田柄２－２８－２４フラットハイブリッジ１０３,03-6750-7246,03-6750-7246,03-6767-7247,,平日,,,,,,,,,,,,
1446,練馬区,○,○,営利法人,1,1,独立系,5011603003094,合同会社Ｋａｅｄｅ,,,灯ケアプラン,1372014686,東京都練馬区春日町1-10-19春日サンラークシノダ208,03-5848-3713,03-5848-3713,03-5848-3714,https://hp.kaipoke.biz/hrn/,"平日,土曜日",,,,,,,,,,,,
1447,練馬区,○,○,営利法人,1,1,独立系,2011603004541,合同会社ＬＡＧＯＭ,,,ケアプランらごむ,1372014934,東京都練馬区石神井台5-28-2キャッスルハイツ202号室,03-6785-1380,03-6785-1380,03-6755-1478,,平日,,,,,,,,,,,,
1448,練馬区,○,○,営利法人,1,1,独立系,2030003025139,合同会社Ｍａｒｕ,,,菜の花　大泉,1372014884,東京都練馬区大泉町1-6-5清水山第二パークハイツ202,03-5935-4386,03-5935-4386,03-5935-4387,,平日,,,,,,,,,,,,
1449,練馬区,○,○,営利法人,1,1,独立系,7011201005342,宮園自動車株式会社,,,ケアセンター・みやぞの練馬店,1372003861,東京都練馬区立野町１４番２３号,03-5927-4701,03-5927-4701,03-5927-4708,http://www.miyazono.jp/,平日,,,,,,,,,,,,
1452,練馬区,○,○,営利法人,1,1,独立系,4011302010806,有限会社　アイテ・ケア,,,アイテ・ケア居宅介護支援事業所,1372010718,東京都練馬区下石神井4-24-1フサモリ工業ビル1階,03-5923-6582,03-5923-6582,03-5923-6585,https://arwrk.net/recruit/aitecare,平日,,,,,,,,,,,,
1453,練馬区,○,○,営利法人,1,1,独立系,1011602002381,有限会社　オレンジ・メディカルケアサービス,,,有限会社オレンジ・メディカルケアサービス,1372000172,東京都練馬区関町北1-6-15,03-3929-5811,03-3929-5811,03-3929-5861,http://www.orange-medical.jp,"平日,土曜日",,,,,,,,,,,,
1454,練馬区,○,○,営利法人,1,1,独立系,8011602002540,有限会社　カシノキ情報システム,,,かしのきケア　居宅介護支援部,1372013589,東京都練馬区東大泉4-30-22,03-5947-4165,03-5947-4165,03-5947-4175,,平日,,,,,,,,,,,,
1455,練馬区,○,○,営利法人,1,1,独立系,8011602000866,有限会社　五十嵐設備工業所,,,居宅介護支援事業所あしたば,1372009595,東京都練馬区貫井３－６－６五十嵐ビル１階,03-6760-6891,03-6760-6891,03-3999-5975,,"平日,土曜日",,,,,,,,,,,,
1456,練馬区,○,○,営利法人,1,1,独立系,1011602007372,有限会社　豊玉ハートランド,,,有限会社　豊玉ハートランド,1372000651,東京都練馬区豊玉中３－１６－１３サンワコーポラス,03-3992-0168,03-3992-0168,03-3992-1625,,"平日,土曜日",,,,,,,,,,,,
1457,練馬区,○,○,営利法人,1,1,独立系,5011602011750,有限会社すこやかケア下石神井,,,有限会社　すこやかケア下石神井,1372002087,東京都練馬区下石神井2-5-3,03-3904-0290,03-3904-0290,03-3904-0398,,平日,,,,,,,,,,,,
1458,練馬区,○,○,営利法人,1,1,独立系,6011602021336,有限会社ときわサービス,,,ときわ・ふれあいサービス,1372003259,東京都練馬区平和台1-31-17,03-5921-0776,03-5921-0776,03-5921-0782,http://tokiwa-hureai.net/,平日,,,,,,,,,,,,
1459,練馬区,○,○,営利法人,1,1,独立系,3011602023120,有限会社カインド,,,居宅介護支援事業所カインド,1372002731,東京都練馬区旭丘2-34-12,03-5986-2610,03-5986-2610,03-5986-2620,http://ishiwata-kaigo.com,平日,,,,,,,,,,,,
1461,練馬区,○,○,営利法人,1,1,独立系,9011602003488,有限会社ケアワーカー中ノ宮,,,有限会社ケアワーカー中ノ宮,1372000255,東京都練馬区春日町３－３３－２２中ノ宮ビル2階,03-3999-7609,03-3999-7609,03-3999-7605,http://nakanomiya.co.jp,"平日,土曜日",,,,,,,,,,,,
1462,練馬区,○,○,営利法人,1,1,独立系,2011602007891,有限会社ハーティー・ケア,,,有限会社　ハーティー・ケア,1372000669,東京都練馬区上石神井2-30-20TMFビル1階,03-3594-6113,03-3594-6113,03-3594-7870,,"平日,土曜日",,,,,,,,,,,,
1463,練馬区,○,○,営利法人,1,1,独立系,1011302011633,有限会社フロムエント,,,ライフアシスト里華,1372010015,東京都練馬区貫井3丁目10番地3号,03-5848-7914,03-5848-7914,03-5848-7915,http://from-ent.com,"平日,土曜日",,,,,,,,,,,,
1464,練馬区,○,○,営利法人,1,1,独立系,6011602023200,有限会社ユー・ノート,,,アント居宅介護支援事業所,1372005130,東京都練馬区上石神井4-10-32,03-5991-1810,03-5991-1810,03-5991-1884,,平日,,,,,,,,,,,,
1465,練馬区,○,○,営利法人,1,1,独立系,7011602020915,有限会社ライフケアサービス春風,,,ライフケアサービス春風,1372003069,東京都練馬区土支田４－６－１２HIビレッジA-1,03-5933-2075,03-5933-2075,03-5933-2076,http://www.harukaze55.jp,"平日,祝日",,,,,,,,,,,,
1466,練馬区,○,○,営利法人,1,1,独立系,5011602002411,有限会社介護ケア・ワーカー緑が丘,,,有限会社　介護ケア・ワーカー緑が丘,1372000354,東京都練馬区南大泉３－７－５１,03-3978-5240,03-3978-5240,03-3978-5067,kaigocaremidorigaoka.com,平日,,,,,,,,,,,,
1467,練馬区,○,○,営利法人,1,1,独立系,7011602022234,有限会社介護サポートだいこんの花,,,ケアマネウィズだいこんの花,1372004042,東京都練馬区東大泉6-50-8,03-3922-6655,03-3922-6655,03-3922-6657,,平日,,,,,,,,,,,,
1468,練馬区,○,○,営利法人,1,1,独立系,7010002040441,有限会社大吉,,,フレンドケアサービス,1372007292,東京都練馬区谷原6-8-10,03-3995-1517,03-3995-1517,03-3995-1519,,平日,,,,,,,,,,,,
1469,練馬区,○,○,営利法人,1,1,独立系,5011602020339,有限会社福祉の森,,,福祉の森さくら介護センター,1372006427,東京都練馬区高松3-22-9坪内ビル１F,03-6914-7373,03-6914-7373,03-6914-7378,https://www.sakurakaigo2002.com,平日,,,,,,,,,,,,
1474,練馬区,○,○,営利法人,1,1,独立系,8011601011096,株式会社　ほっと・すぺーす,,,ほっと・氷川台ケアプランサービス,1372003374,東京都練馬区氷川台3丁目19番7号井垣ビル2Ｆ,03-5921-3190,03-5921-3190,03-5921-3191,http://www.hotspace.co.jp,平日,,,,,,,,,,,,
1477,練馬区,○,○,営利法人,1,1,独立系,9011601017373,株式会社　ウメックスメディカルグループ,,,梅のさと介護センター,1372004166,東京都練馬区石神井台2-7-2,03-6764-3965,03-6764-3965,03-6766-0627,http://www.umex-mg.co.jp/,"平日,土曜日,祝日",,,,,,,,,,,,
1478,練馬区,○,○,営利法人,1,1,独立系,3010901003329,株式会社　クーギャラリー,,,フレンドリーサポート介護サービス,1372006609,東京都練馬区関町北２－２５－１１ユアーズムサシセキ２０１号,03-3929-7150,03-3929-7150,03-6368-4955,,平日,,,,,,,,,,,,
1479,練馬区,○,○,営利法人,1,1,独立系,3011401016408,株式会社　シンシア,,,シンシア居宅介護支援事業所,1372013878,東京都練馬区田柄　4-33-202階,03-6904-0850,03-6904-0850,03-6904-0853,http://hp.kaipoke.biz/zfu/access.html,平日,,,,,,,,,,,,
1480,練馬区,○,○,営利法人,1,1,独立系,2011601010509,株式会社　ヘルプメイト,,,株式会社ヘルプメイト関町介護支援部,1372000081,東京都練馬区関町北2-26-17ワイズⅡ　202号室,03-3928-0290,03-3928-0290,03-3928-0295,http://www.helpmate.co.jp,平日,,,,,,,,,,,,
